CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
670,France,Female,31,2,57530.06,1,True,True,181893.31,True
694,France,Male,38,1,0.0,2,False,True,156858.2,False
728,France,Female,28,4,142243.54,2,True,False,33074.51,False
764,Germany,Female,39,9,138341.51,1,True,False,50072.94,True
639,France,Male,32,9,0.0,2,True,False,111340.36,False
683,France,Female,30,2,0.0,2,False,True,100496.84,True
663,Spain,Male,30,4,0.0,3,True,False,101371.05,False
826,Spain,Male,41,5,146466.46,2,False,False,180934.67,False
735,Spain,Male,36,5,0.0,2,True,False,105152.17,False
682,France,Female,58,1,0.0,1,True,True,706.5,False
663,France,Female,39,8,0.0,2,True,True,101168.9,False
562,Spain,Female,29,9,120307.58,1,True,True,6795.61,False
696,France,Male,27,4,87637.26,2,False,False,196111.35,False
850,Spain,Male,38,2,94652.04,1,True,True,171960.76,False
719,France,Female,22,7,114415.84,1,True,True,177497.4,False
804,France,Female,71,8,0.0,2,False,True,147995.96,False
604,France,Male,40,1,84315.02,1,False,False,36209.1,False
782,Spain,Female,27,3,0.0,2,True,False,143614.01,False
512,Germany,Male,42,9,93955.83,2,True,False,14828.54,False
569,France,Male,36,1,67087.69,1,True,False,154775.7,False
597,Germany,Female,22,6,101528.61,1,True,False,70529.0,True
753,Germany,Male,30,1,110824.52,1,True,True,57896.27,False
430,France,Female,33,8,0.0,1,True,True,69759.91,False
756,France,Male,28,8,179960.2,1,True,False,89938.08,False
493,France,Male,38,3,134006.77,1,True,False,89578.32,False
777,Germany,Female,37,10,121532.17,2,True,True,73464.88,False
779,Spain,Female,38,7,0.0,2,True,True,138542.87,False
702,Spain,Female,38,2,0.0,1,True,True,161888.63,False
551,France,Male,35,7,129717.3,2,False,False,86937.2,False
749,Germany,Male,22,4,94762.16,2,True,True,42241.54,False
742,Germany,Male,55,5,155196.17,1,False,True,121207.66,True
752,Germany,Male,29,4,129514.99,1,True,True,102930.46,False
740,Germany,Female,57,3,113386.36,2,True,True,65121.63,True
576,France,Male,24,3,0.0,1,False,True,78498.04,True
637,Spain,Male,43,3,172196.23,1,True,True,104769.96,False
724,France,Male,28,5,97612.12,1,True,True,96498.14,False
685,France,Male,20,4,104719.94,2,True,False,38691.34,False
625,France,Female,38,7,0.0,1,True,False,164804.02,False
571,Germany,Male,37,9,139592.98,3,True,False,104152.65,True
584,Spain,Female,29,4,0.0,2,True,False,88866.92,False
550,France,Female,22,7,139096.85,1,True,False,129890.94,False
662,Spain,Female,72,7,140301.72,1,False,True,179258.67,False
803,Spain,Male,43,3,0.0,1,True,False,72051.44,False
615,France,Male,66,7,0.0,2,True,True,74580.8,False
481,Spain,Male,39,1,111233.09,1,True,True,123995.15,False
701,France,Male,23,3,0.0,2,True,False,38960.59,False
751,France,Male,29,10,147737.63,1,False,True,94951.27,False
675,France,Male,35,8,0.0,2,True,True,56642.97,False
733,Germany,Male,40,5,125725.02,2,True,True,50783.1,False
822,France,Male,38,6,128289.7,3,True,False,9149.96,True
559,France,Female,46,5,0.0,1,True,False,21006.1,True
731,Germany,Female,49,4,88826.07,1,True,True,33759.41,True
678,France,Female,41,1,143443.61,1,True,False,196622.28,True
645,France,Female,68,9,0.0,4,True,True,176353.87,True
701,France,Male,29,2,0.0,2,True,False,176943.59,False
554,Spain,Male,26,8,149134.46,1,True,True,177966.24,False
723,France,Male,30,3,124119.54,1,True,False,162198.32,False
766,Germany,Male,44,3,116822.7,1,False,False,197643.24,False
597,France,Female,24,1,103219.47,1,True,False,60420.07,False
574,France,Male,41,1,0.0,2,False,False,70550.0,False
655,Germany,Female,40,0,81954.6,1,True,True,198798.44,True
780,Germany,Female,37,10,95196.26,1,True,False,126310.39,True
672,Spain,Male,43,5,0.0,2,True,True,64515.5,False
717,France,Male,38,7,0.0,2,True,True,158580.05,False
521,France,Female,32,2,136555.01,2,True,True,129353.21,False
633,France,Male,59,5,0.0,1,True,True,137273.97,False
669,France,Male,39,3,119452.03,1,True,True,171575.54,False
740,France,Male,44,9,0.0,1,False,True,96528.0,True
462,Germany,Female,24,9,69881.09,2,False,True,64421.02,False
619,France,Male,39,5,0.0,2,True,True,158444.61,False
665,France,Female,44,7,0.0,2,True,True,66548.58,False
655,Spain,Female,27,9,0.0,2,False,False,108008.05,False
463,Spain,Male,20,8,204223.03,1,True,False,128268.39,False
799,France,Female,63,1,110314.21,2,True,False,37464.0,True
713,Spain,Female,48,1,163760.82,1,False,False,157381.14,True
807,Germany,Female,31,1,141069.18,3,True,True,194257.11,False
728,France,Male,38,1,115934.74,1,True,True,139059.05,False
582,France,Male,52,2,151457.88,1,False,True,40893.61,False
704,Germany,Female,35,3,154206.07,2,True,True,40261.49,False
714,France,Female,26,9,89928.99,1,True,False,46203.31,False
628,France,Male,30,8,89182.09,1,True,True,13126.9,False
809,Germany,Male,41,1,79706.25,2,True,False,165675.01,False
547,Spain,Female,44,5,0.0,3,False,False,5459.07,True
560,France,Female,27,5,0.0,2,True,False,131919.48,False
811,France,Male,31,7,117799.28,1,True,True,182372.35,False
584,France,Male,26,4,0.0,2,True,False,147600.54,False
691,France,Male,28,1,0.0,2,False,False,92865.41,False
680,Germany,Male,34,6,146422.22,1,True,False,67142.97,True
588,Germany,Male,33,9,150186.22,2,True,True,65611.01,False
721,Germany,Male,40,6,100275.88,1,True,False,138564.48,True
850,France,Male,47,6,0.0,1,True,False,187391.02,True
529,France,Male,32,9,147493.89,1,True,False,33656.35,False
622,France,Male,43,8,0.0,2,True,False,100618.17,False
683,France,Female,42,8,0.0,2,False,True,198134.9,False
575,France,Male,29,4,121823.4,2,True,True,50368.87,False
577,Spain,Female,40,1,0.0,2,True,True,108787.0,False
510,Germany,Male,31,0,113688.63,1,True,False,33099.41,True
652,Spain,Female,40,7,100471.34,1,True,True,124550.88,False
569,Germany,Female,28,3,100032.52,1,True,False,5159.21,True
687,Spain,Male,31,3,0.0,2,False,False,48228.1,False
822,France,Male,32,8,116358.0,1,True,False,108798.36,False
656,Germany,Female,23,4,163549.63,1,False,True,21085.12,False
745,Germany,Male,51,3,99183.9,1,True,True,28922.25,False
386,Spain,Female,53,1,131955.07,1,True,True,62514.65,True
684,Spain,Female,41,1,134177.06,1,False,False,177506.66,False
635,Spain,Female,38,1,0.0,2,True,False,90605.05,False
582,France,Male,30,2,0.0,2,True,True,132029.95,False
613,Spain,Male,19,5,0.0,1,True,True,176903.35,False
795,Germany,Female,56,9,94348.94,1,True,False,29239.29,True
659,France,Female,32,2,155584.21,1,False,True,153662.88,False
745,France,Female,28,6,0.0,2,True,False,154389.18,False
604,Spain,Female,41,10,0.0,2,True,True,166224.39,False
509,Germany,Male,32,9,170661.47,1,True,True,21646.2,False
706,Germany,Female,29,6,185544.36,1,True,False,171037.63,False
619,Spain,Female,44,6,52831.13,1,True,True,112649.22,True
572,Germany,Male,51,8,97750.07,3,True,True,193014.26,True
695,France,Male,36,6,114007.5,2,True,False,118120.88,False
543,France,Female,71,1,104308.77,1,True,True,25650.04,False
640,France,Female,33,6,84719.13,2,True,True,113048.79,False
672,France,Male,39,2,0.0,2,True,False,87372.49,False
701,France,Male,39,9,140236.98,1,False,True,146651.99,False
634,Spain,Male,25,9,0.0,2,True,True,8227.91,False
531,Spain,Female,42,6,75302.85,2,False,False,57034.35,False
699,France,Male,27,1,0.0,2,True,False,93003.21,False
605,France,Female,51,9,104760.82,1,True,True,165574.54,True
534,France,Female,49,7,0.0,1,True,False,13566.48,True
449,Spain,Female,31,1,113693.0,1,False,False,82796.29,False
684,Spain,Female,36,5,174180.39,1,True,False,119830.08,False
622,Germany,Male,42,9,115766.26,1,False,False,72155.85,True
714,France,Female,40,0,0.0,2,True,False,62762.12,False
712,Spain,Female,48,8,0.0,2,True,False,183235.33,False
783,France,Female,72,5,121215.9,2,True,True,105206.48,False
743,Germany,Male,45,10,144677.19,3,True,False,22512.44,True
683,France,Male,36,5,115350.63,1,True,True,122305.91,False
654,Spain,Male,40,5,105683.63,1,True,False,173617.09,False
700,France,Male,37,1,135179.49,1,True,False,160670.37,False
744,Spain,Male,31,0,117551.23,1,True,False,158958.9,False
645,Germany,Male,25,1,157404.02,2,True,False,93073.04,False
525,Spain,Male,36,3,77910.23,1,True,False,67238.01,False
732,France,Male,25,0,110942.9,1,False,False,172576.56,False
721,France,Female,40,7,0.0,2,True,True,122580.48,False
622,France,Male,32,5,179305.09,1,True,True,149043.78,False
654,Germany,Male,31,5,150593.59,2,True,True,105218.45,False
529,France,Female,43,0,123815.86,1,True,True,78463.99,True
720,Spain,Female,59,6,0.0,2,True,True,160849.43,True
850,Germany,Female,25,8,69385.17,2,True,False,87834.24,False
667,Germany,Male,27,2,138032.15,1,True,False,166317.71,False
620,France,Male,41,3,0.0,2,True,True,137309.06,False
616,France,Male,29,9,0.0,1,True,True,166984.44,False
637,Germany,Female,46,2,143500.82,1,True,False,166996.46,True
710,Spain,Female,29,3,119670.18,1,True,False,188022.44,False
717,Spain,Male,33,1,99106.73,1,False,False,194467.23,False
786,Germany,Male,24,2,120135.55,2,True,True,125449.47,False
651,France,Female,39,8,0.0,1,True,False,137452.57,False
530,France,Female,55,4,120905.03,1,False,True,123475.88,True
815,Spain,Female,57,5,0.0,3,False,False,38941.44,True
715,Germany,Female,34,9,102277.52,1,False,False,177852.57,True
496,Germany,Female,55,4,125292.53,1,True,True,31532.96,True
680,Spain,Male,42,0,0.0,1,True,False,136377.21,False
646,France,Female,51,4,101629.3,1,False,False,130541.1,False
807,Germany,Male,47,1,171937.27,1,True,True,65636.92,False
727,France,Male,47,7,0.0,2,True,False,193305.35,False
787,France,Male,25,5,0.0,2,True,False,47307.9,False
806,France,Male,34,6,0.0,2,False,False,100809.99,False
603,France,Male,31,1,129743.75,1,True,False,109145.2,False
649,Spain,Male,32,1,0.0,1,False,True,91167.19,True
547,Germany,Male,41,3,151191.31,1,True,False,175295.89,True
684,Germany,Male,32,3,102630.13,2,True,True,127433.47,False
477,France,Female,57,9,114023.64,2,True,True,71167.17,True
558,Germany,Male,41,2,124227.14,1,True,True,111184.67,False
695,France,Female,23,1,0.0,2,True,True,141756.32,False
592,Spain,Male,35,6,80285.16,1,True,False,72678.75,True
789,France,Male,31,4,175477.15,1,True,True,172832.9,False
597,France,Female,29,1,132144.35,1,True,False,158086.33,False
839,Germany,Male,47,2,136911.07,1,True,True,168184.62,True
405,Germany,Male,31,5,133299.67,2,True,True,72950.14,False
658,France,Male,39,7,0.0,2,True,False,48378.4,False
684,Germany,Male,42,1,117691.0,1,True,True,23135.65,True
633,France,Male,35,10,0.0,2,True,False,65675.47,False
589,France,Male,46,9,0.0,2,True,False,170676.67,False
750,Germany,Female,37,1,133199.71,2,True,True,27366.77,False
771,Spain,Male,51,5,135506.58,3,True,True,152479.64,True
812,Germany,Male,33,2,127154.14,2,False,True,105383.49,False
539,Spain,Male,39,2,0.0,2,True,True,48189.94,False
670,Germany,Female,42,5,49508.79,3,True,True,100324.01,False
673,France,Male,41,5,0.0,1,True,True,65657.29,False
538,France,Female,62,3,75051.49,1,False,False,17682.02,True
575,Spain,Male,52,8,123925.23,1,False,False,111342.66,True
682,France,Male,41,6,0.0,2,False,True,134158.09,True
712,France,Male,33,3,153819.58,1,True,False,79176.09,True
598,Spain,Female,39,5,0.0,2,True,True,83103.46,False
776,Spain,Male,30,6,0.0,2,False,True,63908.86,False
606,Spain,Female,23,10,70417.79,1,False,True,90896.04,False
686,Spain,Male,38,7,111484.88,1,True,True,76076.2,False
850,Spain,Male,38,1,146343.98,1,False,True,103902.11,False
642,France,Male,72,1,160541.0,2,True,True,142223.94,False
606,Germany,Male,27,2,130274.26,2,True,False,147533.09,False
627,France,Female,21,7,98993.02,1,True,True,169156.64,False
850,Spain,Male,36,0,0.0,2,True,False,141242.57,False
850,Germany,Male,32,9,141827.33,2,True,True,149458.73,False
724,France,Female,40,6,110054.45,1,True,True,86950.72,False
579,France,Male,28,4,0.0,2,True,True,176925.69,False
727,Spain,Male,28,1,0.0,1,True,False,40357.39,False
813,Germany,Female,36,6,98088.09,1,False,True,26687.22,True
642,France,Male,48,9,118317.27,4,False,False,78702.98,True
669,Spain,Male,22,10,0.0,2,True,False,176163.74,False
574,Germany,Male,54,1,99774.5,1,False,False,4896.11,True
774,France,Female,32,4,0.0,2,False,False,114899.13,False
735,France,Female,38,1,0.0,3,False,False,92220.12,True
639,Spain,Female,27,8,133806.54,2,True,False,6251.3,False
738,Spain,Male,44,2,0.0,2,True,False,43018.82,True
835,France,Male,32,8,124993.29,2,True,True,27548.06,False
637,Spain,Female,44,0,157622.58,1,True,True,120454.2,False
589,Germany,Male,48,5,126111.61,1,False,True,133961.19,False
591,France,Male,42,9,161651.37,2,True,True,131753.97,False
723,France,Female,40,7,142856.95,2,False,False,38019.74,False
831,Germany,Male,44,3,111100.98,1,True,True,28144.07,True
733,Spain,Male,35,8,102918.38,1,True,True,45959.86,False
731,France,Female,30,5,0.0,2,True,False,189528.72,False
654,France,Male,47,10,0.0,2,True,False,170481.98,False
828,France,Male,37,4,0.0,2,True,False,94845.45,False
590,Spain,Male,22,7,125265.61,1,True,True,161253.08,False
657,France,Male,37,4,82500.28,1,True,True,115260.72,False
531,Germany,Female,64,2,175754.87,2,True,True,60721.4,False
516,France,Female,47,6,109387.33,1,False,False,121365.45,False
561,France,Male,37,1,100443.36,2,False,True,101693.73,False
682,Spain,Female,54,0,83102.72,2,True,True,54132.93,False
575,Spain,Male,28,7,0.0,1,True,True,10666.05,False
623,France,Female,28,4,0.0,2,True,False,41227.67,False
642,France,Female,40,7,0.0,2,True,False,10712.82,False
779,France,Female,48,2,115290.27,1,False,False,98912.69,True
671,France,Female,42,6,0.0,2,True,False,197202.48,False
495,France,Female,40,1,140197.71,2,True,False,150720.39,False
850,France,Female,28,1,105245.34,1,False,True,74780.13,False
630,France,Male,50,8,0.0,2,False,True,79377.45,False
588,France,Male,32,1,0.0,2,True,True,8763.87,False
562,Germany,Male,35,3,142296.13,1,False,True,177112.7,False
740,Spain,Female,56,4,99097.33,1,True,True,85016.64,True
695,France,Male,28,5,171069.39,2,True,True,88689.4,False
589,France,Female,39,7,0.0,2,False,False,95985.64,False
607,France,Female,31,1,102523.88,1,True,True,166792.71,False
794,France,Male,35,6,0.0,2,True,True,68730.91,False
580,Germany,Male,44,9,143391.07,1,False,False,146891.07,True
644,Germany,Female,44,8,106022.73,2,False,False,148727.42,False
636,Spain,Female,36,1,0.0,1,True,False,43134.58,False
599,Germany,Male,36,3,128960.21,2,True,True,40318.33,False
507,France,Female,35,2,0.0,2,True,False,97633.93,False
682,France,Female,48,7,0.0,2,True,False,65069.03,False
714,France,Female,24,7,0.0,2,True,False,166335.0,False
696,France,Female,25,8,126442.59,1,True,False,121904.44,False
599,Spain,Male,51,0,0.0,1,True,True,175235.99,False
577,France,Male,37,2,127261.35,1,True,False,56185.05,False
733,Spain,Female,32,5,0.0,2,True,False,131625.14,False
647,France,Female,33,4,0.0,1,True,False,152323.04,False
831,France,Female,34,2,0.0,2,False,False,165840.94,False
543,Germany,Male,30,6,73481.05,1,True,True,176692.65,False
679,France,Male,34,7,160515.37,1,True,False,121904.14,False
713,Germany,Female,61,4,149525.34,2,True,False,123663.63,False
690,Germany,Male,43,2,166522.78,1,False,False,119644.59,True
751,France,Male,29,1,135536.5,1,True,False,66825.33,False
613,Germany,Female,43,10,120481.69,1,False,False,94875.03,True
701,Spain,Male,28,1,103421.32,1,False,True,76304.73,False
698,France,Male,33,5,135658.73,2,False,True,39755.0,False
451,France,Female,36,2,0.0,2,True,True,180142.42,False
665,France,Male,28,8,191402.82,2,True,False,83238.4,False
726,Germany,Male,50,9,94504.35,1,False,True,5078.9,False
608,Germany,Female,44,5,126147.84,1,False,True,132424.69,True
549,France,Female,46,7,0.0,1,True,True,109057.56,False
803,France,Male,33,6,0.0,2,True,False,115676.61,False
663,France,Male,43,4,87624.03,2,True,False,149401.33,False
558,France,Female,45,1,153697.53,2,False,False,89891.4,True
714,France,Female,25,4,0.0,2,False,False,82500.84,False
704,France,Male,39,5,0.0,1,True,False,6416.92,False
805,Germany,Female,45,9,116585.97,1,True,False,189428.75,True
659,Germany,Male,34,9,134464.58,2,True,False,178833.34,False
738,Germany,Male,62,10,83008.31,1,True,True,42766.03,False
635,Spain,Male,35,2,113635.16,1,True,False,90883.12,False
530,Spain,Female,36,7,0.0,2,True,False,80619.09,False
661,Germany,Male,41,5,122552.48,2,False,True,120646.4,False
531,Spain,Male,31,2,118899.45,2,False,False,41409.36,False
694,France,Female,29,5,99713.87,1,False,False,112317.89,False
731,France,Female,36,6,0.0,1,False,False,152128.36,False
556,France,Female,36,2,134208.22,1,False,True,177670.57,False
647,Germany,Female,41,1,85906.65,3,True,False,189159.97,False
850,Germany,Male,32,3,137714.25,1,False,True,159403.68,False
573,Spain,Male,33,1,160777.9,1,True,True,149536.15,False
591,France,Male,45,5,0.0,2,True,True,155492.87,False
723,France,Male,21,4,0.0,2,False,False,24847.02,False
617,France,Male,25,1,102585.88,2,True,True,115387.4,False
704,Germany,Female,39,10,102556.18,2,True,False,171971.25,True
457,Germany,Male,42,4,126772.57,1,False,True,126106.4,False
787,Germany,Female,38,3,158373.23,1,True,True,28228.35,False
651,France,Female,34,9,0.0,2,True,False,138113.71,False
612,Germany,Male,42,5,141927.1,1,True,True,43018.98,False
828,Spain,Male,47,1,109876.82,2,True,False,83611.45,True
724,France,Female,34,2,0.0,2,True,True,118863.38,False
648,Germany,Male,44,9,111369.79,2,True,True,91947.74,False
569,Spain,Male,35,3,116969.35,1,False,False,94488.82,False
765,Germany,Female,34,8,136729.51,2,False,False,47058.21,False
577,Germany,Female,44,1,152086.15,1,False,True,44719.5,True
603,Spain,Male,46,2,0.0,2,True,False,174478.54,False
568,Spain,Male,28,1,127289.28,1,False,False,45611.51,False
748,Germany,Male,45,2,119852.01,1,False,False,73853.94,True
573,Spain,Male,38,4,0.0,2,True,True,196517.43,False
771,Spain,Female,41,5,0.0,2,False,True,92914.67,False
763,France,Male,35,9,0.0,1,True,True,31372.91,False
410,France,Female,35,7,117183.74,1,True,True,109733.73,False
728,France,Male,33,8,129907.63,1,False,True,36083.96,False
655,Spain,Female,78,2,0.0,2,False,True,188435.38,False
580,Germany,Female,36,6,145387.32,2,True,True,169963.2,True
712,France,Male,35,7,124616.23,1,True,True,69320.97,False
680,France,Male,31,9,0.0,2,True,False,36145.53,False
383,Spain,Female,48,8,95808.19,1,False,False,137702.01,True
721,France,Male,35,10,0.0,2,True,False,71594.26,False
620,France,Female,42,1,0.0,2,False,True,65565.92,False
774,Spain,Female,36,8,117152.3,1,False,False,101828.39,False
563,France,Male,35,3,106250.72,1,False,False,39546.32,False
850,Germany,Female,27,8,111837.78,2,True,True,110805.79,False
681,France,Male,47,9,97023.21,1,True,True,2168.13,False
631,France,Female,31,8,137687.72,1,True,False,190067.12,False
614,Spain,Female,40,3,113348.5,1,True,True,77789.01,False
704,Spain,Male,24,10,122109.78,1,True,True,127654.37,False
786,France,Male,32,2,120452.4,2,False,False,79602.86,False
534,France,Female,53,7,0.0,2,True,True,80619.17,False
590,Spain,Male,34,0,65812.35,2,False,True,160346.3,False
583,Spain,Female,40,3,54428.37,1,True,False,109638.78,True
656,France,Female,75,3,0.0,2,True,True,1276.87,False
597,France,Male,33,9,0.0,2,True,False,49374.82,False
588,Germany,Female,48,1,143279.58,2,True,False,31580.8,True
667,Germany,Male,32,0,103846.65,1,True,False,20560.69,False
627,France,Male,37,2,125190.86,1,False,True,84584.69,False
708,France,Female,33,8,0.0,2,False,True,15246.83,False
641,France,Male,65,6,38340.02,1,True,False,32607.77,True
527,Germany,Female,28,2,123802.98,2,True,True,155846.69,False
592,France,Male,37,3,96651.03,1,True,True,3232.82,False
465,France,Male,33,8,0.0,2,True,False,177668.55,False
628,France,Male,39,6,0.0,2,False,False,134441.6,False
678,France,Male,43,1,133237.21,1,True,False,111032.79,True
570,France,Female,61,6,142105.35,1,True,True,45214.04,False
815,France,Male,37,1,166115.42,1,True,False,67208.3,False
817,France,Female,37,6,81070.34,2,True,False,80985.88,False
717,France,Male,35,4,0.0,1,True,True,167573.06,False
641,France,Female,53,0,123835.52,2,False,True,160110.65,False
624,France,Male,51,10,123401.43,2,True,True,127825.25,False
579,Germany,Male,49,4,169377.31,1,True,True,123535.05,False
698,France,Male,38,2,130015.24,1,True,True,41595.3,False
645,France,Male,32,4,0.0,2,False,True,97628.08,False
691,France,Male,34,8,133936.04,2,True,False,91359.79,False
638,France,Male,34,6,114543.27,1,True,True,97755.29,False
705,France,Female,31,3,119794.67,1,False,False,182528.44,False
720,France,Male,33,9,0.0,2,True,True,142956.48,False
553,Spain,Male,44,4,0.0,1,True,False,10789.3,False
658,France,Female,29,8,0.0,2,False,True,130461.09,False
648,Germany,Female,32,8,157138.99,3,True,False,190994.48,True
636,Spain,Male,45,3,0.0,2,True,True,159463.8,False
527,Germany,Female,41,10,136733.24,1,True,True,57589.29,False
717,Germany,Female,28,9,82498.14,2,False,False,40437.67,False
614,Spain,Male,39,3,151914.93,1,False,False,56459.45,False
737,France,Male,43,0,80090.93,1,True,False,39920.0,True
587,Spain,Male,51,3,83739.32,1,False,True,148798.45,False
682,France,Female,35,2,181166.44,1,True,True,63737.19,True
710,France,Male,38,3,130588.82,1,True,True,154997.64,False
507,France,Male,42,6,0.0,2,True,False,34777.23,False
609,Germany,Male,33,6,94126.67,1,False,False,93718.16,False
786,France,Male,32,9,0.0,2,True,False,133112.41,False
688,France,Male,38,7,148045.68,1,True,False,175479.92,True
710,France,Male,38,2,0.0,2,True,False,96.27,False
779,Spain,Male,33,3,0.0,2,True,False,30804.68,False
733,France,Female,44,6,168165.84,1,False,True,197193.49,False
583,Germany,Female,26,10,72835.56,2,True,False,96792.15,False
627,France,Male,41,3,0.0,2,True,False,132719.8,False
666,Germany,Male,31,3,123212.08,2,True,True,112157.31,False
620,Spain,Male,38,0,0.0,2,True,True,38015.34,False
614,Spain,Female,39,6,0.0,2,True,True,164018.98,False
606,France,Male,40,6,119501.88,2,True,False,46774.94,False
700,Germany,Female,39,5,144550.83,2,True,True,189664.43,False
677,Germany,Male,34,3,126729.41,1,True,True,26106.39,True
850,Germany,Male,36,5,119984.07,1,True,False,191535.11,True
564,France,Male,35,4,0.0,1,True,False,158937.55,False
771,Spain,Female,56,2,0.0,1,True,True,25222.6,True
620,Spain,Male,42,9,121490.05,1,True,True,29296.74,False
610,Spain,Male,46,5,91897.8,1,True,False,54394.28,False
609,Spain,Male,39,2,139443.75,2,True,False,9234.06,False
683,Germany,Male,35,5,144961.97,1,False,True,26796.73,False
633,Germany,Male,42,3,126041.02,1,False,True,11796.89,False
676,Germany,Male,28,1,69459.05,2,True,True,128461.29,False
693,France,Male,38,7,198338.77,2,True,True,14278.18,False
709,France,Male,36,0,0.0,2,True,False,46811.77,False
569,Germany,Male,35,2,109196.66,3,True,False,109393.19,True
684,Spain,Female,38,3,134168.5,3,True,False,3966.5,True
565,France,Male,34,6,0.0,1,True,True,63173.64,False
681,France,Male,29,8,0.0,1,True,False,66367.33,False
503,Spain,Female,36,9,0.0,2,True,True,16274.67,False
656,France,Male,40,2,0.0,2,True,True,180553.48,False
566,Germany,Male,65,4,120100.41,1,True,False,107563.16,True
592,France,Female,62,5,0.0,1,True,True,100941.57,False
687,Spain,Female,50,5,0.0,2,True,False,110230.4,False
686,Spain,Male,22,8,0.0,2,False,False,142331.85,False
616,Spain,Male,30,2,0.0,2,True,False,199099.51,False
494,Spain,Male,67,5,0.0,2,True,True,85890.16,False
534,France,Male,38,3,0.0,1,False,False,143938.27,False
695,Spain,Female,31,8,0.0,2,False,True,131644.41,False
579,Spain,Female,31,9,0.0,2,True,False,112395.98,False
432,Germany,Male,38,2,135559.8,2,True,True,71856.3,False
816,Germany,Female,25,2,150355.35,2,True,True,35770.84,False
730,France,Female,37,1,0.0,2,True,True,124364.63,False
593,France,Female,35,6,133489.12,2,True,True,78101.29,False
715,Germany,Female,37,9,105489.31,1,False,False,143096.49,True
775,Germany,Male,25,10,60205.2,2,True,False,14073.11,False
539,France,Male,38,5,0.0,2,True,False,47388.41,False
576,Spain,Male,19,6,0.0,2,False,False,72306.07,False
617,Spain,Male,50,7,0.0,1,True,False,184839.7,True
688,France,Male,40,6,0.0,1,True,True,47886.44,False
608,France,Male,33,4,0.0,1,False,True,130474.03,False
597,Spain,Male,35,9,0.0,3,False,True,73181.39,True
670,France,Female,42,6,112333.63,1,True,True,65706.86,False
616,Germany,Female,57,7,116936.81,1,True,True,104379.36,False
579,Germany,Female,50,5,117721.02,1,False,True,192146.63,True
786,France,Male,37,7,165896.22,2,True,True,66977.68,False
704,Spain,Female,44,9,153656.85,1,True,False,158742.81,False
796,France,Female,50,1,94164.0,1,True,True,189414.74,False
598,Spain,Male,39,1,0.0,2,True,False,159130.32,False
602,France,Male,49,0,191808.73,1,False,False,97640.2,False
619,France,Male,58,5,152199.33,1,True,True,86022.09,False
492,Germany,Female,52,8,125396.24,1,True,False,10014.72,True
641,Germany,Male,41,7,104405.54,3,True,False,17384.21,False
518,France,Female,27,1,133801.49,1,True,True,143315.57,False
623,Spain,Female,40,4,0.0,3,True,False,31669.18,False
733,France,Female,28,5,0.0,2,False,False,12761.16,False
625,Germany,Male,42,6,100047.33,1,True,False,93429.95,False
759,France,Female,31,1,109848.6,1,True,True,42012.55,False
604,France,Female,32,7,127849.38,1,True,False,15798.7,False
512,Spain,Female,46,3,0.0,2,True,True,56408.14,False
520,France,Female,29,8,95947.76,1,True,False,4696.44,False
805,Spain,Male,26,2,0.0,2,True,True,25042.1,False
626,France,Male,43,4,137638.69,1,True,False,130442.08,True
656,France,Male,38,10,0.0,1,True,True,136521.82,False
785,Spain,Male,41,7,0.0,2,True,True,199108.88,False
553,France,Male,31,6,0.0,2,False,False,124596.63,False
569,France,Female,44,4,0.0,2,False,False,134394.78,False
670,France,Male,38,10,89416.99,1,False,False,144275.39,False
586,Spain,Male,42,6,0.0,2,True,True,123410.23,False
617,Spain,Female,45,1,0.0,1,True,False,143298.06,False
508,France,Female,60,7,143262.04,1,True,True,129562.74,False
624,Spain,Female,35,7,119656.45,2,True,True,4595.05,False
654,France,Male,29,4,132954.64,1,True,True,146715.07,False
681,Germany,Female,44,3,105206.7,2,True,True,163558.36,False
578,Spain,Male,28,4,0.0,2,False,False,6947.09,False
621,Spain,Female,37,9,83061.26,2,True,False,9170.54,False
632,France,Male,40,5,147650.68,1,True,True,199674.83,False
644,France,Male,44,5,73348.56,1,True,False,157166.79,True
821,France,Male,28,2,0.0,2,True,False,46072.52,False
754,France,Female,38,2,0.0,2,False,False,3524.69,False
568,Spain,Female,27,1,116320.68,1,False,True,45563.94,False
584,France,Male,33,3,0.0,2,False,True,59103.13,False
549,France,Female,29,8,0.0,2,True,True,189558.44,False
729,France,Female,38,7,0.0,2,False,False,45779.9,False
523,France,Male,61,8,66250.71,1,True,True,21859.06,False
477,Germany,Female,24,2,95675.62,2,False,False,162699.7,True
675,Germany,Male,42,2,92616.64,2,True,False,8567.18,False
782,Spain,Female,41,4,0.0,1,True,False,132943.88,False
616,Spain,Female,36,6,0.0,1,True,True,12916.32,True
738,Spain,Female,37,8,100565.94,1,True,True,128799.86,False
717,Spain,Female,42,5,190305.78,1,True,False,99347.8,True
526,Germany,Female,35,9,118536.4,1,True,False,40980.87,True
660,France,Male,19,5,127649.64,1,True,True,40368.65,False
525,France,Male,35,7,165358.77,1,False,True,94738.54,False
629,Spain,Male,29,6,0.0,2,True,True,88842.8,False
616,Germany,Female,36,10,78249.53,1,True,False,136934.91,False
521,Germany,Female,61,0,125193.96,1,True,True,109356.53,False
